회사명,채용공고사항,링크,지역,경력,학력,월급
(주)업스테이지,교육 프로젝트매니저(PM),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997472&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 용인시 수지구,경력5년↑,고졸↑,정규직
(주)업스테이지,[전문연구요원]AI엔지니어-DocumentAI,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997683&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,신입·경력,석사↑,정규직
(주)업스테이지,AI Application Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997630&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,경력 3~20년,학력무관,정규직
(주)업스테이지,Infra Technical Architect,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997655&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,경력 5~20년,학력무관,정규직
(주)업스테이지,Developer Relations Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997625&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,경력 3~20년,학력무관,정규직
(주)업스테이지,Product Solution Architect,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997624&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,신입·경력,학력무관,정규직
(주)업스테이지,AI DevOps,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997640&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,경력 3~10년,학력무관,정규직
(주)업스테이지,Software Engineer - Backend,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997634&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,경력 5~20년,학력무관,정규직
(주)업스테이지,AI Model Production - Document AI,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997644&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,경력 2~20년,학력무관,정규직
(주)업스테이지,AI Site Reliability Engineer,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997657&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,경력 3~10년,학력무관,정규직
(주)업스테이지,[전문연구요원]AI엔지니어-DocumentAI,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997679&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,신입·경력,석사↑,정규직
(주)업스테이지,AI모델 개발 전략매니저,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997648&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,경력 3~20년,학력무관,정규직
(주)업스테이지,AI Research Engineer - Document AI,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997668&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,신입·경력,석사↑,정규직
(주)업스테이지,AI Enterprise Manager,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49997637&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기전체,경력 5~20년,학력무관,정규직
(주)옵트에이아이,Model Compression Research 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49947273&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,신입·경력,석사↑,정규직
(주)옵트에이아이,항공위성 Vision AI Application 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49947285&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,신입·경력,대졸↑,정규직
(주)옵트에이아이,임베디드 비전 AI 개발자 (방산 분야),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49947529&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,경력 2~10년,석사↑,정규직
(주)옵트에이아이,임베디드 AI SW 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49947263&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,신입·경력,대졸↑,정규직
(주)옵트에이아이,iPhone iOS용 AI Application 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49947278&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,경력 2~10년,학력무관,정규직
쉬모스랩,AI 솔루션 개발 및 운영,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49957841&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 2~7년,학력무관,정규직
(주)옵트에이아이,(병역특례가능) 임베디드 비전 AI 개발자 (방산 분야),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49972342&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,경력무관,대졸↑,정규직·전문연구요원
(주)옵트에이아이,(병역특례가능) Model Compression Research 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49972385&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,경력무관,대졸↑,정규직·전문연구요원
(주)옵트에이아이,(병역특례가능) 임베디드 AI SW 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49972187&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,경력무관,대졸↑,정규직·전문연구요원
(주)옵트에이아이,(병역특례가능) iPhone iOS용 AI Application 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49972239&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,경력무관,대졸↑,정규직·전문연구요원
하피챗주식회사,풀스텍 엔지니어 (경력 3년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50051017&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력3년↑,고졸↑,정규직
하피챗주식회사,프론트엔드 엔지니어 (경력 5년 이상),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50049972&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력5년↑,고졸↑,정규직
(주)엠파파,AI 개발 정규직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50001549&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 마포구,경력5년↑,대졸↑,정규직
(주)미스고,데이터 엔지니어링 크롤러,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50063681&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 1~15년,학력무관,정규직
(주)넥스트아이티에스,생성형 AI 엔지니어/개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49806529&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 마포구,경력1년↑,대졸↑,정규직
(주) 브이웨이,AI 개발자 (병역특례 전문연구요원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49829297&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 중구,경력무관,석사↑,정규직
(주)플루이즈,앱 자율실행 기술 위한 안드로이드 및 백엔드 개발자(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49962107&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,신입·경력,대졸↑,정규직·무기계약직
(주)에이치티에이,[의료 IT 기업] AI 엔지니어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49987846&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력3년↑,대졸↑,정규직
(주)빅링크,생성형 AI 빅데이터 마케팅 플랫폼 데이터엔지니어(python)채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50007857&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,신입·경력,학력무관,정규직
(주)아리아스튜디오,IT 개발 직군 경력직 모집 (서버/클라이언트/AI),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50052510&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력4년↑,학력무관,정규직
주식회사 메멘토에이아이,[신입] 프론트엔드 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49700277&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,신입,학력무관,정규직
(주)리스트,AI 솔루션 개발 엔지니어 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49725350&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,경력 2~5년,초대졸↑,정규직
(주)리스트,인공지능 AI 솔루션 기술영업 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49725006&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,경력 2~5년,초대졸↑,정규직
(주)리스트,자바 개발자 경력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49740654&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,경력5년↑,학력무관,정규직
(주)리스트,인공지능 개발자 경력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49740592&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,경력3년↑,대졸↑,정규직
라우트웨이컨설팅주식회사,2025 라우트웨이컨설팅(주) 기업부설연구소 경력직 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49931376&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 영등포구,경력 20~20년,대졸↑,정규직
주식회사 지에스비즈플,AI Agent 서비스 개발 담당자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49972954&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 종로구,경력 5~10년,학력무관,정규직
주식회사파워탤런트,Agent 응용 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50004032&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 송파구,경력3년↑,대졸↑,정규직
주식회사파워탤런트,Al Agent Engineering,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50004156&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 송파구,경력3년↑,대졸↑,정규직
주식회사파워탤런트,Al Agent backend 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50004247&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 송파구,경력3년↑,대졸↑,정규직
주식회사파워탤런트,AI 플랫폼/서비스 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50004262&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 송파구,경력3년↑,대졸↑,정규직
주식회사파워탤런트,GPU 인프라 설계/구축/운영,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50004199&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 송파구,경력3년↑,대졸↑,정규직
쓰리핸즈(3Handz),[ AI Software Engineer ] iGaming 글로벌 개발 스튜디오,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50005373&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 3~12년,대졸↑,정규직
주식회사파워탤런트,AI IT 사업 기술 전략,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50003813&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 종로구,경력5년↑,대졸↑,정규직
주식회사파워탤런트,AI 검색 엔진 서비스 개발,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50004295&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 송파구,경력3년↑,대졸↑,정규직
주식회사파워탤런트,Al Model Engineering,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50003863&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 송파구,경력3년↑,대졸↑,정규직
주식회사파워탤런트,Al agent 서비스 기획,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50004276&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 송파구,경력3년↑,대졸↑,정규직
주식회사여기닷,[서버개발팀] IT 서버 개발자 채용 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50012151&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 성남시 수정구,경력 1~5년,학력무관,정규직
코리아써치,AI 솔루션 백엔드(Python) 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50019379&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 송파구,경력5년↑,초대졸↑,정규직
탑커리어인사이트,상장기업 Data Scientist/연봉제한없음,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50038942&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 1~20년,대졸↑,정규직
HR Tube,[전자제조 대기업] AI사업기획/전략 (과장~차/부장) 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50049075&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 중구,경력 8~16년,대졸↑,정규직
(주)디에스앤지,"AI 인프라, AI Ops 환경 구성",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50051934&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울전체,경력 6~20년,대졸↑,정규직
주식회사자코비안,자코비안과 함께 AI 시대를 선도할 개발자를 모십니다-신입/경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50060907&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 고양시 일산동구,경력무관,초대졸↑,정규직
제이앤피에이치알컨설팅,[Mobile Communication & ICT] Al agent 서비스 기획,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50059523&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 성남시 분당구,경력7년↑,대졸↑,정규직
(주)리스트,신규 데이터 사업개발(PM) 경력 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50062069&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강서구,경력3년↑,초대졸↑,정규직
탑커리어인사이트,상장기업 프론트엔드개발10년이상/리더,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50072112&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 10~20년,대졸↑,정규직
탑커리어인사이트,상장기업 백엔드개발 리더/MAX1억,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50072110&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 10~20년,대졸↑,정규직
탑커리어인사이트,상장기업 백엔드개발 3년이상/MAX1억,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50072109&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 3~10년,대졸↑,정규직
탑커리어인사이트,상장기업 프론트엔드개발 3년이상/MAX1억,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50085430&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 3~10년,대졸↑,정규직
터치더소프트,[신입/경력] AI 인공지능 개발자 채용(채용 시 마감),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50082156&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력무관,학력무관,정규직
(주)화이트스캔,[프론트엔드 개발자] 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49690304&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 용산구,경력3년↑,초대졸↑,정규직
(주)화이트스캔,[백엔드/프론트엔드 개발자] 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49690260&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 용산구,경력3년↑,초대졸↑,정규직
(주)화이트스캔,[데이터 분석] 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49690157&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 용산구,경력3년↑,대졸↑,정규직
(주)이지에이아이,"인공지능(AI)·빅데이터 개발부(자연어처리)-DB,linux사용필수",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49818774&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 영등포구,경력1년↑,대졸↑,정규직
(주)이분,"팀 쉽게, 백엔드 개발자를 찾습니다.",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49996121&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력,대졸↑,정규직
(주)화이트스캔,[사업관리] GIS 공간정보시스템 사업관리/기획 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50012295&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 용산구,경력2년↑,대졸↑,정규직
(주)화이트스캔,[UI/UX 디자이너] 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50071614&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 용산구,경력3년↑,초대졸↑,정규직
(주)임팩티브에이아이,AI솔루션 영업직 정규직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50079975&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력 3~7년,대졸↑,정규직
(주)링크앤스카우트,[교육출판 1등기업] 데이터 사이언티스트  (대리~과장) 서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50085194&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 서초구,경력 3~10년,초대졸↑,정규직
토니서치,"[국내IT기업] IT 기술영업 (CRM,DW,빅데이터,AI 등)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50095583&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 강남구,경력10년↑,대졸↑,정규직
탑커리어인사이트,데이터 분석가/리더,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50073977&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 성남시 분당구,경력 5~20년,대졸↑,정규직
베르투솔루션,[반도체 종합 플랫폼 기업: AI/ML 연구원],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=50080752&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,경기 성남시 분당구,경력 5~15년,대졸↑,정규직
(주)라이나원,25년 1분기 AI/LLM 상담 프로그램 지원 담당 채용 (계약직),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49965933&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 종로구,경력,학력무관,기간제·계약직
부톡(주),[경력] 부톡(주) 주니어급 백엔드 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49702663&location=ts&searchword=LLM&searchType=search&paid_fl=n&search_uuid=1385026d-e44f-439b-9b66-f7a767f15423,서울 서초구,경력,학력무관,정규직
